Task ID,Job Name,Start Time,Period,Execution Time,Deadline Time,Priority,Finish Time,Least Finish Time,Time Budget,Idle Task Time,Smart Machine ID,Task Completion Status,Total Number of Tasks for Smart Machine X,Utilization Capacity of Smart Machine (%),Total Workload Capacity Required for Smart Machine X
Task 10969,Job 1,6,8,3,12,0,9,18,9,3,4,2,10969,11003,19
Task 10970,Job 0,9,10,3,11,0,12,20,8,3,3,1,10970,11004,12
Task 10970,Job 1,14,7,1,11,0,15,25,10,1,3,1,10970,11004,15
Task 10971,Job 0,9,8,4,9,0,13,18,5,4,4,2,10971,11005,8
Task 10971,Job 1,14,5,4,10,0,18,24,6,4,4,2,10971,11005,2
Task 10972,Job 0,6,8,2,7,0,8,13,5,2,2,2,10972,11006,7
Task 10972,Job 1,11,6,3,7,0,14,18,4,3,2,1,10972,11006,3
Task 10973,Job 0,7,7,2,10,0,9,17,8,2,1,2,10973,11006,7
Task 10973,Job 1,12,4,3,8,0,15,20,5,3,3,1,10973,11006,2
Task 10974,Job 0,10,6,3,12,1,13,22,9,3,2,2,10974,11008,14
Task 10974,Job 1,15,7,3,10,0,18,25,7,3,2,2,10974,11008,3
Task 10975,Job 0,9,8,1,7,0,10,16,6,1,2,0,10975,11009,14
Task 10975,Job 1,14,9,3,7,0,17,21,4,3,3,1,10975,11009,8
Task 10976,Job 0,6,10,1,9,0,7,15,8,1,4,1,10976,11010,18
Task 10976,Job 1,11,8,1,11,1,12,22,10,1,3,2,10976,11010,16
Task 10977,Job 0,1,4,4,7,1,5,8,3,4,4,2,10977,11011,17
Task 10977,Job 1,6,7,3,11,0,9,17,8,3,4,0,10977,11011,10
Task 10978,Job 0,10,10,4,7,0,14,17,3,4,4,2,10978,11012,5
Task 10978,Job 1,15,8,4,12,0,19,27,8,4,2,0,10978,11012,12
Task 10979,Job 0,4,6,4,10,0,8,14,6,4,4,0,10979,11013,16
Task 10979,Job 1,9,10,3,7,0,12,16,4,3,2,1,10979,11013,4
Task 10980,Job 0,1,4,2,12,1,3,13,10,2,3,0,10980,11014,17
Task 10980,Job 1,6,9,2,6,0,8,12,4,2,2,2,10980,11014,17
Task 10981,Job 0,5,4,1,12,0,6,17,11,1,3,1,10981,11014,2
Task 10981,Job 1,10,8,3,8,0,13,18,5,3,1,1,10981,11014,13
Task 10982,Job 0,10,4,2,7,1,12,17,5,2,4,0,10982,11016,15
Task 10982,Job 1,15,8,1,8,0,16,23,7,1,2,1,10982,11016,6
Task 10983,Job 0,4,8,2,10,0,6,14,8,2,2,1,10983,11017,8
Task 10983,Job 1,9,4,2,10,0,11,19,8,2,2,0,10983,11017,11
Task 10984,Job 0,1,9,4,9,0,5,10,5,4,1,1,10984,11017,9
Task 10984,Job 1,6,9,1,6,0,7,12,5,1,4,0,10984,11017,12
Task 10985,Job 0,7,10,4,10,0,11,17,6,4,1,1,10985,11018,18
Task 10985,Job 1,12,6,2,6,0,14,18,4,2,2,0,10985,11018,4
Task 10986,Job 0,3,4,4,8,1,7,11,4,4,4,2,10986,11019,13
Task 10986,Job 1,8,8,3,10,1,11,18,7,3,4,0,10986,11019,2
Task 10987,Job 0,3,4,2,8,0,5,11,6,2,4,0,10987,11021,17
Task 10987,Job 1,8,9,2,10,0,10,18,8,2,1,2,10987,11021,18
Task 10988,Job 0,4,6,3,8,1,7,12,5,3,3,0,10988,11022,12
Task 10988,Job 1,9,8,1,9,1,10,18,8,1,1,2,10988,11022,2
Task 10989,Job 0,2,8,3,12,0,5,14,9,3,1,0,10989,11023,9
Task 10989,Job 1,7,4,2,6,0,9,13,4,2,4,0,10989,11023,8
Task 10990,Job 0,10,8,1,7,0,11,17,6,1,4,2,10990,11024,14
Task 10990,Job 1,15,6,1,12,1,16,27,11,1,3,1,10990,11024,8
Task 10991,Job 0,5,7,2,11,0,7,16,9,2,1,1,10991,11024,11
Task 10991,Job 1,10,8,3,6,0,13,16,3,3,2,0,10991,11024,20
Task 10992,Job 0,5,6,3,11,0,8,16,8,3,3,2,10992,11025,16
Task 10992,Job 1,10,4,1,12,0,11,22,11,1,3,2,10992,11025,16
Task 10993,Job 0,6,5,3,6,0,9,12,3,3,2,0,10993,11026,4
Task 10993,Job 1,11,10,1,9,0,12,20,8,1,4,2,10993,11026,16
Task 10994,Job 0,9,8,1,7,0,10,16,6,1,4,2,10994,11027,8
Task 10994,Job 1,14,10,2,7,0,16,21,5,2,3,0,10994,11027,2
Task 10995,Job 0,6,5,1,12,0,7,18,11,1,3,0,10995,11029,6
Task 10995,Job 1,11,8,4,10,0,15,21,6,4,1,0,10995,11029,3
Task 10996,Job 0,5,7,4,12,1,9,17,8,4,2,0,10996,11029,13
Task 10996,Job 1,10,7,2,12,0,12,22,10,2,1,1,10996,11029,6
Task 10997,Job 0,9,7,4,9,0,13,18,5,4,1,2,10997,11031,4
Task 10997,Job 1,14,8,3,11,1,17,25,8,3,1,0,10997,11031,9
Task 10998,Job 0,10,8,1,7,0,11,17,6,1,4,0,10998,11031,11
Task 10998,Job 1,15,6,1,10,0,16,25,9,1,2,0,10998,11031,18
Task 10999,Job 0,5,6,4,8,0,9,13,4,4,4,0,10999,11032,4
Task 10999,Job 1,10,5,1,6,0,11,16,5,1,4,1,10999,11032,6
Task 11000,Job 0,9,9,1,9,0,10,18,8,1,4,1,11000,11033,16
Task 11000,Job 1,14,6,4,8,0,18,22,4,4,1,2,11000,11033,8
Task 11001,Job 0,9,4,1,10,0,10,19,9,1,1,2,11001,11035,8
Task 11001,Job 1,14,8,1,10,0,15,24,9,1,3,2,11001,11035,16
Task 11002,Job 0,1,8,4,10,1,5,11,6,4,2,1,11002,11036,14
Task 11002,Job 1,6,8,3,6,0,9,12,3,3,3,2,11002,11036,16
Task 11003,Job 0,6,5,4,12,0,10,18,8,4,1,0,11003,11037,5
Task 11003,Job 1,11,7,3,8,0,14,19,5,3,2,2,11003,11037,8
Task 11004,Job 0,2,8,1,9,1,3,11,8,1,4,1,11004,11037,17
Task 11004,Job 1,7,8,3,8,1,10,15,5,3,2,2,11004,11037,5
Task 11005,Job 0,3,5,3,10,0,6,13,7,3,3,2,11005,11039,6
Task 11005,Job 1,8,5,4,8,1,12,16,4,4,1,0,11005,11039,4
Task 11006,Job 0,5,9,1,11,0,6,16,10,1,2,0,11006,11039,7
Task 11006,Job 1,10,4,4,9,0,14,19,5,4,1,2,11006,11039,5
Task 11007,Job 0,2,5,2,7,0,4,9,5,2,3,1,11007,11040,18
Task 11007,Job 1,7,5,4,11,0,11,18,7,4,2,2,11007,11040,11
Task 11008,Job 0,4,7,4,12,0,8,16,8,4,2,0,11008,11041,17
Task 11008,Job 1,9,10,2,10,0,11,19,8,2,2,1,11008,11041,14
Task 11009,Job 0,6,10,1,8,0,7,14,7,1,2,2,11009,11043,16
Task 11009,Job 1,11,7,4,8,0,15,19,4,4,4,2,11009,11043,2
Task 11010,Job 0,8,4,2,10,1,10,18,8,2,3,2,11010,11044,18
Task 11010,Job 1,13,6,1,9,0,14,22,8,1,2,2,11010,11044,7
Task 11011,Job 0,1,4,3,10,0,4,11,7,3,3,0,11011,11044,6
Task 11011,Job 1,6,4,3,8,0,9,14,5,3,1,1,11011,11044,9
Task 11012,Job 0,3,5,3,9,1,6,12,6,3,4,0,11012,11045,5
Task 11012,Job 1,8,6,1,11,0,9,19,10,1,3,0,11012,11045,4
Task 11013,Job 0,10,5,3,8,1,13,18,5,3,4,0,11013,11046,19
Task 11013,Job 1,15,10,3,9,0,18,24,6,3,3,1,11013,11046,17
Task 11014,Job 0,1,5,3,6,1,4,7,3,3,4,1,11014,11047,5
Task 11014,Job 1,6,9,2,8,0,8,14,6,2,4,2,11014,11047,14
Task 11015,Job 0,6,4,2,9,0,8,15,7,2,1,2,11015,11048,6
Task 11015,Job 1,11,10,1,9,0,12,20,8,1,4,1,11015,11048,18
Task 11016,Job 0,8,10,2,10,1,10,18,8,2,4,0,11016,11049,19
Task 11016,Job 1,13,7,1,12,0,14,25,11,1,1,2,11016,11049,17
Task 11017,Job 0,4,7,2,8,0,6,12,6,2,1,1,11017,11050,10
Task 11017,Job 1,9,10,4,12,0,13,21,8,4,2,0,11017,11050,17
Task 11018,Job 0,5,9,4,8,0,9,13,4,4,2,2,11018,11052,2
Task 11018,Job 1,10,10,2,7,0,12,17,5,2,1,1,11018,11052,17
Task 11019,Job 0,5,8,2,7,0,7,12,5,2,1,1,11019,11053,16
Task 11019,Job 1,10,8,3,8,0,13,18,5,3,2,2,11019,11053,12
Task 11020,Job 0,10,6,2,8,0,12,18,6,2,2,0,11020,11053,8
Task 11020,Job 1,15,7,3,8,0,18,23,5,3,2,1,11020,11053,18
Task 11021,Job 0,2,9,3,12,0,5,14,9,3,3,1,11021,11054,17
Task 11021,Job 1,7,8,1,10,0,8,17,9,1,2,0,11021,11054,15
Task 11022,Job 0,6,10,1,9,0,7,15,8,1,1,0,11022,11055,9
Task 11022,Job 1,11,10,2,12,0,13,23,10,2,2,0,11022,11055,5
Task 11023,Job 0,10,4,4,7,0,14,17,3,4,4,1,11023,11056,14
Task 11023,Job 1,15,8,4,6,0,19,21,2,4,3,2,11023,11056,13
Task 11024,Job 0,5,9,2,9,0,7,14,7,2,4,1,11024,11057,19
Task 11024,Job 1,10,6,3,11,1,13,21,8,3,2,0,11024,11057,3
Task 11025,Job 0,3,9,2,8,0,5,11,6,2,3,0,11025,11059,9
Task 11025,Job 1,8,7,2,12,1,10,20,10,2,3,0,11025,11059,9
Task 11026,Job 0,2,6,1,8,1,3,10,7,1,2,2,11026,11060,13
Task 11026,Job 1,7,10,3,11,1,10,18,8,3,2,2,11026,11060,13
Task 11027,Job 0,6,4,1,9,0,7,15,8,1,4,1,11027,11061,15
Task 11027,Job 1,11,6,1,12,0,12,23,11,1,2,0,11027,11061,13
Task 11028,Job 0,9,4,4,8,1,13,17,4,4,1,0,11028,11062,20
Task 11028,Job 1,14,10,3,11,0,17,25,8,3,2,0,11028,11062,9
Task 11029,Job 0,8,6,4,9,0,12,17,5,4,1,0,11029,11063,4
Task 11029,Job 1,13,9,4,10,0,17,23,6,4,3,1,11029,11063,2
Task 11030,Job 0,4,4,2,6,0,6,10,4,2,1,0,11030,11063,10
Task 11030,Job 1,9,8,4,10,0,13,19,6,4,1,2,11030,11063,13
Task 11031,Job 0,3,7,4,11,1,7,14,7,4,1,2,11031,11065,6
Task 11031,Job 1,8,5,3,10,0,11,18,7,3,2,1,11031,11065,12
Task 11032,Job 0,6,9,2,12,0,8,18,10,2,2,2,11032,11066,6
Task 11032,Job 1,11,5,4,8,0,15,19,4,4,2,2,11032,11066,18
Task 11033,Job 0,6,8,1,10,1,7,16,9,1,3,0,11033,11067,6
Task 11033,Job 1,11,7,2,10,1,13,21,8,2,3,2,11033,11067,7
Task 11034,Job 0,5,8,1,6,0,6,11,5,1,1,2,11034,11067,11
Task 11034,Job 1,10,5,4,6,0,14,16,2,4,2,2,11034,11067,11
Task 11035,Job 0,10,8,1,8,0,11,18,7,1,1,0,11035,11068,2
Task 11035,Job 1,15,6,2,10,0,17,25,8,2,3,2,11035,11068,19
Task 11036,Job 0,10,4,2,10,0,12,20,8,2,4,0,11036,11070,12
Task 11036,Job 1,15,7,1,9,0,16,24,8,1,1,0,11036,11070,7
Task 11037,Job 0,7,4,2,11,0,9,18,9,2,4,2,11037,11070,11
Task 11037,Job 1,12,9,3,9,0,15,21,6,3,2,1,11037,11070,2
Task 11038,Job 0,7,10,1,9,1,8,16,8,1,1,0,11038,11072,2
Task 11038,Job 1,12,6,1,10,1,13,22,9,1,1,2,11038,11072,6
Task 11039,Job 0,9,7,4,6,0,13,15,2,4,1,0,11039,11073,2
Task 11039,Job 1,14,9,3,12,0,17,26,9,3,2,2,11039,11073,8
Task 11040,Job 0,8,5,2,9,0,10,17,7,2,1,2,11040,11074,18
Task 11040,Job 1,13,9,1,10,0,14,23,9,1,3,2,11040,11074,2
Task 11041,Job 0,6,9,3,8,0,9,14,5,3,1,1,11041,11074,17
Task 11041,Job 1,11,8,2,10,1,13,21,8,2,4,0,11041,11074,12
Task 11042,Job 0,9,9,3,11,0,12,20,8,3,1,1,11042,11075,12
Task 11042,Job 1,14,6,1,7,0,15,21,6,1,1,1,11042,11075,10
Task 11043,Job 0,7,4,4,9,1,11,16,5,4,4,0,11043,11076,7
Task 11043,Job 1,12,5,3,12,0,15,24,9,3,2,2,11043,11076,9
Task 11044,Job 0,4,10,1,12,0,5,16,11,1,4,2,11044,11077,6
Task 11044,Job 1,9,8,2,9,0,11,18,7,2,2,2,11044,11077,12
Task 11045,Job 0,4,10,3,10,0,7,14,7,3,1,2,11045,11079,17
Task 11045,Job 1,9,8,2,6,0,11,15,4,2,2,1,11045,11079,6
Task 11046,Job 0,1,6,2,12,0,3,13,10,2,2,1,11046,11080,7
Task 11046,Job 1,6,6,2,11,0,8,17,9,2,3,0,11046,11080,16
Task 11047,Job 0,2,5,3,10,0,5,12,7,3,4,2,11047,11080,9
Task 11047,Job 1,7,10,2,6,0,9,13,4,2,2,2,11047,11080,10
Task 11048,Job 0,7,5,3,6,0,10,13,3,3,1,1,11048,11081,12
Task 11048,Job 1,12,4,3,10,0,15,22,7,3,3,1,11048,11081,19
Task 11049,Job 0,5,8,2,10,0,7,15,8,2,4,1,11049,11083,3
Task 11049,Job 1,10,7,4,12,1,14,22,8,4,4,0,11049,11083,11
Task 11050,Job 0,4,4,1,8,1,5,12,7,1,2,2,11050,11084,20
Task 11050,Job 1,9,4,2,6,0,11,15,4,2,3,0,11050,11084,14
Task 11051,Job 0,5,8,1,9,0,6,14,8,1,4,1,11051,11084,4
Task 11051,Job 1,10,6,2,10,0,12,20,8,2,1,1,11051,11084,7
Task 11052,Job 0,1,5,1,6,0,2,7,5,1,2,2,11052,11085,16
Task 11052,Job 1,6,8,2,7,0,8,13,5,2,4,0,11052,11085,16
Task 11053,Job 0,10,10,4,8,1,14,18,4,4,3,1,11053,11086,12
Task 11053,Job 1,15,9,2,8,0,17,23,6,2,4,0,11053,11086,13
Task 11054,Job 0,3,7,3,10,0,6,13,7,3,4,1,11054,11087,14
Task 11054,Job 1,8,6,4,8,0,12,16,4,4,4,0,11054,11087,14
Task 11055,Job 0,6,8,2,6,0,8,12,4,2,1,2,11055,11089,5
Task 11055,Job 1,11,10,2,11,0,13,22,9,2,3,0,11055,11089,17
Task 11056,Job 0,4,4,2,9,1,6,13,7,2,3,2,11056,11090,5
Task 11056,Job 1,9,6,2,7,0,11,16,5,2,2,0,11056,11090,18
Task 11057,Job 0,5,5,3,11,0,8,16,8,3,4,0,11057,11091,19
Task 11057,Job 1,10,5,3,7,0,13,17,4,3,3,2,11057,11091,18
Task 11058,Job 0,2,9,3,11,1,5,13,8,3,3,2,11058,11092,10
Task 11058,Job 1,7,4,4,8,0,11,15,4,4,2,2,11058,11092,11
Task 11059,Job 0,2,6,4,8,0,6,10,4,4,3,2,11059,11092,19
Task 11059,Job 1,7,10,3,11,1,10,18,8,3,3,2,11059,11092,11
Task 11060,Job 0,8,6,1,12,0,9,20,11,1,4,1,11060,11094,18
Task 11060,Job 1,13,10,2,11,1,15,24,9,2,3,2,11060,11094,9
Task 11061,Job 0,10,5,2,11,0,12,21,9,2,4,2,11061,11094,11
Task 11061,Job 1,15,5,3,9,0,18,24,6,3,2,1,11061,11094,2
Task 11062,Job 0,7,4,3,10,0,10,17,7,3,3,0,11062,11096,9
Task 11062,Job 1,12,8,4,7,0,16,19,3,4,3,1,11062,11096,12
Task 11063,Job 0,5,9,3,9,0,8,14,6,3,3,1,11063,11096,15
Task 11063,Job 1,10,10,1,12,1,11,22,11,1,4,1,11063,11096,18
Task 11064,Job 0,1,4,4,10,0,5,11,6,4,3,2,11064,11098,11
Task 11064,Job 1,6,5,2,7,0,8,13,5,2,1,0,11064,11098,3
Task 11065,Job 0,4,5,2,10,0,6,14,8,2,3,1,11065,11099,4
Task 11065,Job 1,9,10,1,7,0,10,16,6,1,4,0,11065,11099,14
Task 11066,Job 0,5,7,2,8,0,7,13,6,2,1,0,11066,11099,17
Task 11066,Job 1,10,6,4,12,0,14,22,8,4,4,1,11066,11099,16
Task 11067,Job 0,6,10,3,9,0,9,15,6,3,3,2,11067,11101,11
Task 11067,Job 1,11,4,1,8,0,12,19,7,1,2,0,11067,11101,16
Task 11068,Job 0,2,10,1,7,1,3,9,6,1,2,1,11068,11102,15
Task 11068,Job 1,7,4,4,11,0,11,18,7,4,2,1,11068,11102,15
Task 11069,Job 0,2,7,2,11,0,4,13,9,2,4,2,11069,11102,12
Task 11069,Job 1,7,5,4,12,0,11,19,8,4,1,0,11069,11102,13
Task 11070,Job 0,8,5,2,8,0,10,16,6,2,1,2,11070,11103,17
Task 11070,Job 1,13,10,4,8,0,17,21,4,4,4,0,11070,11103,17
Task 11071,Job 0,7,4,2,9,0,9,16,7,2,1,1,11071,11104,10
Task 11071,Job 1,12,10,3,11,0,15,23,8,3,2,1,11071,11104,17
Task 11072,Job 0,3,6,4,10,0,7,13,6,4,2,1,11072,11105,16
Task 11072,Job 1,8,4,1,8,0,9,16,7,1,4,0,11072,11105,7
Task 11073,Job 0,8,9,2,8,0,10,16,6,2,4,0,11073,11107,10
Task 11073,Job 1,13,8,3,12,1,16,25,9,3,3,1,11073,11107,5
Task 11074,Job 0,1,6,1,8,0,2,9,7,1,1,2,11074,11107,2
Task 11074,Job 1,6,10,3,6,0,9,12,3,3,3,0,11074,11107,5
Task 11075,Job 0,1,6,3,11,0,4,12,8,3,4,2,11075,11108,11
Task 11075,Job 1,6,5,1,12,0,7,18,11,1,3,0,11075,11108,14
Task 11076,Job 0,1,5,2,12,0,3,13,10,2,1,0,11076,11109,11
Task 11076,Job 1,6,9,1,10,1,7,16,9,1,3,1,11076,11109,10
Task 11077,Job 0,9,6,1,9,0,10,18,8,1,2,0,11077,11111,6
Task 11077,Job 1,14,10,2,6,1,16,20,4,2,3,1,11077,11111,13
Task 11078,Job 0,7,8,2,9,0,9,16,7,2,2,1,11078,11111,4
Task 11078,Job 1,12,5,3,7,0,15,19,4,3,3,1,11078,11111,9
Task 11079,Job 0,2,5,3,7,0,5,9,4,3,3,2,11079,11112,19
Task 11079,Job 1,7,10,4,9,1,11,16,5,4,4,1,11079,11112,12
Task 11080,Job 0,1,7,3,12,0,4,13,9,3,2,2,11080,11113,11
Task 11080,Job 1,6,7,1,12,1,7,18,11,1,4,0,11080,11113,16
Task 11081,Job 0,6,7,2,6,1,8,12,4,2,3,0,11081,11114,2
Task 11081,Job 1,11,6,4,7,0,15,18,3,4,1,2,11081,11114,17
Task 11082,Job 0,7,8,4,6,0,11,13,2,4,3,2,11082,11115,5
Task 11082,Job 1,12,10,3,7,0,15,19,4,3,4,1,11082,11115,17
Task 11083,Job 0,1,10,1,7,1,2,8,6,1,1,2,11083,11117,14
Task 11083,Job 1,6,5,2,12,1,8,18,10,2,1,2,11083,11117,20
Task 11084,Job 0,3,5,2,7,1,5,10,5,2,3,1,11084,11117,7
Task 11084,Job 1,8,6,4,10,0,12,18,6,4,2,2,11084,11117,12
Task 11085,Job 0,2,7,3,8,1,5,10,5,3,4,2,11085,11119,10
Task 11085,Job 1,7,9,2,7,0,9,14,5,2,3,1,11085,11119,18
Task 11086,Job 0,5,10,4,12,0,9,17,8,4,3,2,11086,11120,9
Task 11086,Job 1,10,6,1,8,0,11,18,7,1,3,0,11086,11120,8
Task 11087,Job 0,7,8,4,6,0,11,13,2,4,1,2,11087,11120,3
Task 11087,Job 1,12,6,3,9,1,15,21,6,3,3,1,11087,11120,12
Task 11088,Job 0,9,4,2,8,0,11,17,6,2,1,2,11088,11121,12
Task 11088,Job 1,14,7,1,8,1,15,22,7,1,1,1,11088,11121,14
Task 11089,Job 0,7,8,2,8,1,9,15,6,2,3,0,11089,11123,13
Task 11089,Job 1,12,10,2,6,0,14,18,4,2,1,1,11089,11123,15
Task 11090,Job 0,4,8,2,8,0,6,12,6,2,3,1,11090,11123,20
Task 11090,Job 1,9,6,4,9,0,13,18,5,4,3,0,11090,11123,18
Task 11091,Job 0,7,4,3,9,0,10,16,6,3,2,1,11091,11125,7
Task 11091,Job 1,12,9,3,11,0,15,23,8,3,3,1,11091,11125,12
Task 11092,Job 0,1,5,3,9,0,4,10,6,3,4,2,11092,11125,15
Task 11092,Job 1,6,10,3,7,0,9,13,4,3,3,0,11092,11125,7
Task 11093,Job 0,4,8,3,9,0,7,13,6,3,4,0,11093,11127,19
Task 11093,Job 1,9,4,3,7,1,12,16,4,3,1,1,11093,11127,19
Task 11094,Job 0,6,6,3,7,0,9,13,4,3,3,1,11094,11127,17
Task 11094,Job 1,11,7,3,7,0,14,18,4,3,2,1,11094,11127,5
Task 11095,Job 0,7,6,2,7,0,9,14,5,2,2,0,11095,11128,20
Task 11095,Job 1,12,5,3,12,0,15,24,9,3,3,1,11095,11128,12
Task 11096,Job 0,2,4,3,12,0,5,14,9,3,4,0,11096,11130,9
Task 11096,Job 1,7,10,2,10,0,9,17,8,2,3,1,11096,11130,8
Task 11097,Job 0,3,5,3,12,1,6,15,9,3,1,0,11097,11131,4
Task 11097,Job 1,8,10,3,9,1,11,17,6,3,4,2,11097,11131,16
Task 11098,Job 0,2,8,3,8,0,5,10,5,3,2,2,11098,11132,12
Task 11098,Job 1,7,5,4,8,0,11,15,4,4,1,0,11098,11132,17
Task 11099,Job 0,5,5,4,12,0,9,17,8,4,4,1,11099,11132,13
Task 11099,Job 1,10,4,4,8,1,14,18,4,4,2,2,11099,11132,5
Task 11100,Job 0,8,4,4,8,1,12,16,4,4,1,1,11100,11133,15
Task 11100,Job 1,13,5,2,12,1,15,25,10,2,1,0,11100,11133,14
Task 11101,Job 0,2,7,3,8,1,5,10,5,3,3,2,11101,11135,6
Task 11101,Job 1,7,5,2,12,0,9,19,10,2,1,2,11101,11135,8
Task 11102,Job 0,4,7,3,11,0,7,15,8,3,4,2,11102,11135,2
Task 11102,Job 1,9,7,3,8,0,12,17,5,3,1,1,11102,11135,6
Task 11103,Job 0,3,6,4,10,0,7,13,6,4,2,1,11103,11136,15
Task 11103,Job 1,8,10,3,8,0,11,16,5,3,2,0,11103,11136,3
Task 11104,Job 0,2,5,4,9,0,6,11,5,4,2,1,11104,11137,17
Task 11104,Job 1,7,10,2,7,0,9,14,5,2,4,2,11104,11137,6
Task 11105,Job 0,10,10,2,6,1,12,16,4,2,2,2,11105,11138,10
Task 11105,Job 1,15,5,2,9,0,17,24,7,2,4,0,11105,11138,19
Task 11106,Job 0,5,7,1,10,1,6,15,9,1,3,1,11106,11140,3
Task 11106,Job 1,10,6,2,7,1,12,17,5,2,3,0,11106,11140,20
Task 11107,Job 0,6,5,1,7,1,7,13,6,1,2,1,11107,11140,6
Task 11107,Job 1,11,6,2,7,0,13,18,5,2,2,1,11107,11140,13
Task 11108,Job 0,8,7,3,8,0,11,16,5,3,2,2,11108,11141,16
Task 11108,Job 1,13,7,3,11,0,16,24,8,3,1,0,11108,11141,9
Task 11109,Job 0,6,10,1,12,0,7,18,11,1,2,1,11109,11142,16
Task 11109,Job 1,11,9,3,11,0,14,22,8,3,2,1,11109,11142,4
Task 11110,Job 0,7,7,2,9,0,9,16,7,2,3,0,11110,11143,4
Task 11110,Job 1,12,8,2,10,1,14,22,8,2,1,2,11110,11143,8
Task 11111,Job 0,5,9,1,8,0,6,13,7,1,1,2,11111,11145,7
Task 11111,Job 1,10,6,2,7,0,12,17,5,2,1,1,11111,11145,9
Task 11112,Job 0,2,7,1,12,0,3,14,11,1,2,1,11112,11145,9
Task 11112,Job 1,7,10,1,10,0,8,17,9,1,4,2,11112,11145,13
Task 11113,Job 0,5,10,4,10,0,9,15,6,4,3,0,11113,11147,15
Task 11113,Job 1,10,6,1,6,0,11,16,5,1,1,1,11113,11147,16
Task 11114,Job 0,2,6,3,7,1,5,9,4,3,3,0,11114,11147,13
Task 11114,Job 1,7,10,4,11,0,11,18,7,4,2,0,11114,11147,8
Task 11115,Job 0,7,9,1,10,0,8,17,9,1,1,2,11115,11148,8
Task 11115,Job 1,12,6,1,12,0,13,24,11,1,4,2,11115,11148,9
Task 11116,Job 0,4,7,1,11,0,5,15,10,1,4,1,11116,11150,6
Task 11116,Job 1,9,8,4,10,0,13,19,6,4,2,2,11116,11150,7
Task 11117,Job 0,3,6,1,11,0,4,14,10,1,2,0,11117,11150,8
Task 11117,Job 1,8,4,4,11,1,12,19,7,4,3,1,11117,11150,5
Task 11118,Job 0,1,5,3,11,0,4,12,8,3,1,2,11118,11152,12
Task 11118,Job 1,6,6,1,12,0,7,18,11,1,2,0,11118,11152,3
Task 11119,Job 0,5,4,1,6,0,6,11,5,1,2,0,11119,11152,4
Task 11119,Job 1,10,9,4,6,0,14,16,2,4,3,2,11119,11152,4
Task 11120,Job 0,3,5,3,7,0,6,10,4,3,3,1,11120,11154,3
Task 11120,Job 1,8,5,3,8,1,11,16,5,3,1,0,11120,11154,7
Task 11121,Job 0,3,5,2,7,1,5,10,5,2,4,2,11121,11155,5
Task 11121,Job 1,8,8,3,12,0,11,20,9,3,2,1,11121,11155,3
Task 11122,Job 0,1,10,4,11,0,5,12,7,4,3,2,11122,11156,18
Task 11122,Job 1,6,9,1,10,0,7,16,9,1,3,0,11122,11156,11
Task 11123,Job 0,8,8,4,7,0,12,15,3,4,2,0,11123,11156,17
Task 11123,Job 1,13,9,3,8,1,16,21,5,3,3,2,11123,11156,19
Task 11124,Job 0,8,5,3,9,1,11,17,6,3,2,2,11124,11157,11
Task 11124,Job 1,13,8,4,8,0,17,21,4,4,1,1,11124,11157,13
Task 11125,Job 0,9,4,2,8,1,11,17,6,2,1,1,11125,11158,19
Task 11125,Job 1,14,6,4,6,0,18,20,2,4,1,0,11125,11158,3
Task 11126,Job 0,10,7,1,12,0,11,22,11,1,1,1,11126,11160,6
Task 11126,Job 1,15,6,4,7,0,19,22,3,4,1,1,11126,11160,19
Task 11127,Job 0,3,5,3,7,0,6,10,4,3,3,1,11127,11161,17
Task 11127,Job 1,8,4,3,10,0,11,18,7,3,3,0,11127,11161,17
Task 11128,Job 0,5,8,1,10,0,6,15,9,1,1,2,11128,11161,16
Task 11128,Job 1,10,6,2,9,0,12,19,7,2,4,0,11128,11161,8
Task 11129,Job 0,8,10,3,8,0,11,16,5,3,2,2,11129,11163,3
Task 11129,Job 1,13,4,3,8,0,16,21,5,3,4,2,11129,11163,4
Task 11130,Job 0,8,9,3,8,1,11,16,5,3,1,0,11130,11164,3
Task 11130,Job 1,13,4,1,10,1,14,23,9,1,1,1,11130,11164,20
Task 11131,Job 0,2,8,2,11,1,4,13,9,2,4,2,11131,11165,9
Task 11131,Job 1,7,8,1,7,0,8,14,6,1,1,2,11131,11165,6
Task 11132,Job 0,7,6,1,9,0,8,16,8,1,1,2,11132,11166,7
Task 11132,Job 1,12,6,2,9,0,14,21,7,2,4,0,11132,11166,15
Task 11133,Job 0,10,10,3,12,1,13,22,9,3,1,0,11133,11167,9
Task 11133,Job 1,15,6,2,11,0,17,26,9,2,2,0,11133,11167,9
Task 11134,Job 0,2,9,4,8,1,6,10,4,4,3,1,11134,11168,6
Task 11134,Job 1,7,9,2,7,0,9,14,5,2,3,1,11134,11168,16
Task 11135,Job 0,2,5,4,12,0,6,14,8,4,4,0,11135,11169,19
Task 11135,Job 1,7,6,2,8,0,9,15,6,2,1,0,11135,11169,18
Task 11136,Job 0,6,7,4,12,0,10,18,8,4,3,0,11136,11170,15
Task 11136,Job 1,11,7,4,6,1,15,17,2,4,3,2,11136,11170,6
Task 11137,Job 0,9,7,3,9,0,12,18,6,3,1,0,11137,11170,20
Task 11137,Job 1,14,6,4,10,0,18,24,6,4,3,2,11137,11170,12
Task 11138,Job 0,5,7,3,12,0,8,17,9,3,1,0,11138,11172,7
