Task ID,Temperature,Humidity
Task 11252,18.588,73.264
Task 11253,9.287,78.593
Task 11254,8.324,77.689
Task 11255,16.658,66.512
Task 11256,15.638,61.546
Task 11257,7.855,68.323
Task 11258,16.763,64.0
Task 11259,10.909,68.584
Task 11260,13.856,77.547
Task 11261,9.524,59.17
Task 11262,18.767,61.144
Task 11263,13.936,58.944
Task 11264,15.488,70.155
Task 11265,12.082,73.982
Task 11266,16.078,74.179
Task 11267,13.648,72.372
Task 11268,17.809,62.39
Task 11269,7.557,72.355
Task 11270,7.564,63.644
Task 11271,12.977,77.108
Task 11272,7.364,77.165
Task 11273,13.583,67.087
Task 11274,13.633,61.328
Task 11275,11.293,73.52
Task 11276,9.072,65.683
Task 11277,10.124,63.155
Task 11278,10.518,75.374
Task 11279,11.576,72.482
Task 11280,9.931,73.153
Task 11281,15.726,74.419
Task 11282,18.008,63.612
Task 11283,7.234,67.677
Task 11284,10.578,74.737
Task 11285,10.456,74.669
Task 11286,16.388,73.579
Task 11287,18.982,67.06
Task 11288,8.669,66.097
Task 11289,7.213,73.783
Task 11290,15.772,71.418
Task 11291,15.19,62.242
Task 11292,11.174,69.893
Task 11293,12.472,65.949
Task 11294,12.513,67.704
Task 11295,12.976,59.462
Task 11296,8.815,74.595
Task 11297,12.671,62.301
Task 11298,12.17,69.917
Task 11299,17.101,63.082
Task 11300,11.411,61.662
Task 11301,14.407,69.695
Task 11302,10.18,72.844
Task 11303,18.58,64.38
Task 11304,12.176,70.941
Task 11305,15.18,58.574
Task 11306,14.186,61.503
Task 11307,13.004,73.767
Task 11308,9.147,59.822
Task 11309,8.631,62.526
Task 11310,7.692,67.901
Task 11311,7.837,75.4
Task 11312,11.138,64.492
Task 11313,8.839,58.526
Task 11314,8.176,64.875
Task 11315,17.109,68.653
Task 11316,18.518,69.856
Task 11317,14.611,61.602
Task 11318,10.257,68.29
Task 11319,17.969,74.643
Task 11320,9.732,60.792
Task 11321,7.48,75.113
Task 11322,15.73,64.452
Task 11323,16.876,68.74
Task 11324,11.183,60.274
Task 11325,15.2,81.7
Task 11326,10.724,77.433
Task 11327,8.42,66.506
Task 11328,13.837,72.87
Task 11329,17.706,73.421
Task 11330,17.073,64.879
Task 11331,14.763,74.123
Task 11332,17.662,80.7
Task 11333,18.096,58.755
Task 11334,17.986,79.219
Task 11335,8.57,64.66
Task 11336,16.467,69.008
Task 11337,10.528,62.62
Task 11338,14.01,78.122
Task 11339,15.869,60.189
Task 11340,7.112,81.451
Task 11341,15.38,65.929
Task 11342,9.997,77.676
Task 11343,16.039,78.383
Task 11344,15.761,66.591
Task 11345,18.853,61.438
Task 11346,9.154,81.468
Task 11347,7.881,63.632
Task 11348,10.919,74.473
Task 11349,7.892,74.569
Task 11350,14.079,65.66
Task 11351,10.691,65.035
Task 11352,18.362,64.578
Task 11353,11.443,60.706
Task 11354,18.197,75.51
Task 11355,18.114,62.154
Task 11356,8.724,76.988
Task 11357,10.802,77.301
Task 11358,18.618,63.207
Task 11359,7.737,80.866
Task 11360,13.019,70.653
Task 11361,7.971,59.402
Task 11362,7.425,77.571
Task 11363,9.264,80.717
Task 11364,10.598,72.387
Task 11365,11.145,77.533
Task 11366,10.285,76.534
Task 11367,14.168,65.759
Task 11368,18.808,58.806
Task 11369,9.689,58.597
Task 11370,16.59,61.69
Task 11371,8.704,69.936
Task 11372,17.245,60.017
Task 11373,10.828,71.971
Task 11374,11.751,68.521
Task 11375,16.664,66.472
Task 11376,16.921,66.438
Task 11377,8.741,63.929
Task 11378,8.645,70.636
Task 11379,10.841,73.509
Task 11380,14.54,60.886
Task 11381,12.884,58.866
Task 11382,15.592,74.146
Task 11383,9.815,65.585
Task 11384,13.378,65.475
Task 11385,7.878,62.619
Task 11386,12.46,73.518
Task 11387,7.109,80.295
Task 11388,8.02,63.066
Task 11389,13.768,72.854
Task 11390,12.496,72.688
Task 11391,11.162,77.073
Task 11392,7.984,75.762
Task 11393,8.972,73.142
Task 11394,11.776,71.383
Task 11395,14.828,76.207
Task 11396,9.612,67.228
Task 11397,10.191,79.189
Task 11398,18.638,76.907
Task 11399,12.437,62.093
Task 11400,11.397,61.635
Task 11401,13.626,65.441
Task 11402,11.738,69.966
Task 11403,12.192,66.96
Task 11404,8.104,63.887
Task 11405,12.846,64.509
Task 11406,14.338,64.669
Task 11407,17.975,59.694
Task 11408,17.029,64.36
Task 11409,16.053,74.147
Task 11410,7.859,81.129
Task 11411,13.785,71.62
Task 11412,15.2,61.235
Task 11413,12.608,72.908
Task 11414,16.392,64.55
Task 11415,16.713,81.77
Task 11416,17.331,75.601
Task 11417,16.169,65.705
Task 11418,14.72,73.74
Task 11419,13.576,64.381
Task 11420,9.032,60.052
Task 11421,9.97,58.076
Task 11422,11.295,71.13
Task 11423,15.3,64.747
Task 11424,7.95,77.055
Task 11425,14.331,77.735
Task 11426,15.529,68.934
Task 11427,13.592,71.273
Task 11428,16.79,75.649
Task 11429,10.489,71.112
Task 11430,10.022,62.494
Task 11431,11.259,79.159
Task 11432,10.265,59.944
Task 11433,13.772,59.026
Task 11434,7.245,63.599
Task 11435,17.858,81.477
Task 11436,14.086,73.841
Task 11437,7.028,63.496
Task 11438,15.452,74.52
Task 11439,10.994,79.18
Task 11440,9.69,72.819
Task 11441,8.155,59.016
Task 11442,15.776,70.953
Task 11443,7.723,65.176
Task 11444,13.811,62.223
Task 11445,18.396,61.792
Task 11446,17.625,64.055
Task 11447,8.131,78.716
Task 11448,8.995,68.514
Task 11449,7.7,64.411
Task 11450,18.194,76.184
Task 11451,7.777,73.678
Task 11452,11.183,80.205
Task 11453,11.053,63.453
Task 11454,8.288,80.397
Task 11455,13.056,61.653
Task 11456,12.779,73.48
Task 11457,9.222,78.934
Task 11458,16.45,61.015
Task 11459,12.781,62.995
Task 11460,12.646,73.669
Task 11461,11.927,67.136
Task 11462,15.217,76.316
Task 11463,15.942,59.148
Task 11464,11.241,78.472
Task 11465,10.943,64.949
Task 11466,18.792,76.058
Task 11467,16.778,64.855
Task 11468,13.977,70.828
Task 11469,17.42,73.864
Task 11470,16.434,62.726
Task 11471,9.55,69.005
Task 11472,9.409,67.265
Task 11473,10.516,67.093
Task 11474,10.37,72.806
Task 11475,13.714,60.711
Task 11476,13.307,80.388
Task 11477,18.918,60.19
Task 11478,7.265,59.457
Task 11479,15.757,69.57
Task 11480,18.242,69.632
Task 11481,15.261,73.111
Task 11482,17.997,60.839
Task 11483,15.661,80.008
Task 11484,15.61,74.274
Task 11485,18.037,81.608
Task 11486,17.365,81.904
Task 11487,11.292,81.29
Task 11488,18.643,81.982
Task 11489,12.203,65.111
Task 11490,17.437,60.495
Task 11491,8.891,80.424
Task 11492,12.404,62.265
Task 11493,17.516,79.936
Task 11494,14.276,81.462
Task 11495,14.286,59.904
Task 11496,14.93,78.825
Task 11497,13.744,68.994
Task 11498,18.123,59.092
Task 11499,8.285,61.801
Task 11500,16.062,73.31
Task 11501,7.069,75.832
Task 11502,11.757,64.588
Task 11503,13.955,74.171
Task 11504,15.024,60.831
Task 11505,12.602,75.256
Task 11506,12.311,66.929
Task 11507,15.044,58.803
Task 11508,16.71,77.075
Task 11509,17.424,63.518
Task 11510,16.19,66.904
Task 11511,8.02,71.822
Task 11512,17.233,65.553
Task 11513,17.805,71.733
Task 11514,10.176,64.591
Task 11515,10.753,68.394
Task 11516,10.391,65.515
Task 11517,8.828,71.9
Task 11518,13.22,62.733
Task 11519,12.838,64.59
Task 11520,10.574,60.695
Task 11521,14.609,64.145
Task 11522,9.322,71.102
Task 11523,13.17,68.847
Task 11524,18.107,80.956
Task 11525,17.778,79.396
Task 11526,18.796,78.166
Task 11527,15.323,64.074
Task 11528,10.771,71.325
Task 11529,16.818,62.454
Task 11530,14.452,73.145
Task 11531,10.576,81.548
Task 11532,17.864,63.533
Task 11533,10.64,59.23
Task 11534,9.244,73.68
Task 11535,12.769,74.791
Task 11536,18.949,69.124
Task 11537,12.271,64.275
Task 11538,13.228,75.056
Task 11539,10.144,66.353
Task 11540,16.261,74.77
Task 11541,9.554,58.038
Task 11542,11.897,76.581
Task 11543,13.926,72.834
Task 11544,14.079,76.621
Task 11545,7.791,65.69
Task 11546,7.341,66.21
Task 11547,8.116,59.286
Task 11548,16.837,69.722
Task 11549,7.734,64.895
Task 11550,12.684,65.941
Task 11551,16.492,80.989
Task 11552,12.494,66.733
Task 11553,11.191,60.735
Task 11554,13.402,63.18
Task 11555,17.392,60.502
Task 11556,7.419,79.215
Task 11557,15.136,70.077
Task 11558,16.212,66.142
Task 11559,10.399,63.636
Task 11560,7.098,73.867
Task 11561,11.699,59.395
Task 11562,17.107,62.6
Task 11563,17.763,75.26
Task 11564,10.95,61.718
Task 11565,11.733,65.799
Task 11566,15.357,60.957
Task 11567,18.932,66.094
Task 11568,16.668,60.613
Task 11569,8.34,68.743
Task 11570,17.775,63.803
Task 11571,10.498,65.04
Task 11572,18.782,80.975
Task 11573,18.37,70.763
Task 11574,9.668,78.525
Task 11575,11.603,63.647
Task 11576,13.056,80.646
Task 11577,13.806,65.262
Task 11578,18.272,70.25
Task 11579,18.145,61.804
Task 11580,10.39,73.129
Task 11581,15.131,61.667
Task 11582,10.097,79.622
Task 11583,11.002,74.963
Task 11584,16.439,73.791
Task 11585,16.634,68.111
Task 11586,13.916,79.303
Task 11587,18.51,76.558
Task 11588,9.65,65.539
Task 11589,18.807,68.62
Task 11590,18.712,69.391
Task 11591,17.698,76.775
Task 11592,14.323,63.203
Task 11593,17.962,66.747
Task 11594,8.326,62.826
Task 11595,12.809,70.158
Task 11596,7.305,60.771
Task 11597,18.12,70.605
Task 11598,12.359,69.117
Task 11599,8.84,72.178
Task 11600,9.898,81.499
Task 11601,10.84,75.939
Task 11602,16.698,73.451
Task 11603,15.307,63.046
Task 11604,15.732,78.453
Task 11605,12.155,76.253
Task 11606,8.739,68.689
Task 11607,10.219,68.837
Task 11608,10.882,59.171
Task 11609,13.995,78.787
Task 11610,16.595,58.559
Task 11611,9.212,76.736
Task 11612,9.835,60.429
Task 11613,16.324,81.203
Task 11614,9.833,59.655
Task 11615,13.325,64.864
Task 11616,16.434,58.601
Task 11617,12.724,78.381
Task 11618,10.063,75.366
Task 11619,14.288,72.143
Task 11620,11.222,81.525
Task 11621,7.05,61.443
Task 11622,18.385,77.047
Task 11623,16.407,81.554
Task 11624,14.17,67.417
Task 11625,16.364,75.886
Task 11626,12.581,72.239
Task 11627,10.967,66.485
Task 11628,9.094,66.445
Task 11629,10.652,76.91
Task 11630,12.414,71.938
Task 11631,7.767,80.916
Task 11632,14.924,78.488
Task 11633,17.874,64.276
Task 11634,12.249,76.847
Task 11635,10.051,76.318
Task 11636,9.967,62.887
Task 11637,17.181,72.656
Task 11638,15.578,81.905
Task 11639,11.397,70.561
Task 11640,18.402,58.636
Task 11641,18.441,65.791
Task 11642,16.249,81.636
Task 11643,7.059,81.249
Task 11644,14.442,59.356
Task 11645,10.052,72.347
Task 11646,18.915,60.679
Task 11647,9.892,76.674
Task 11648,11.101,72.869
Task 11649,18.672,66.188
Task 11650,11.146,73.589
Task 11651,17.777,64.572
Task 11652,16.121,80.726
Task 11653,18.137,74.888
Task 11654,8.548,62.306
Task 11655,9.699,64.291
Task 11656,8.562,58.935
Task 11657,12.525,77.057
Task 11658,17.721,61.44
Task 11659,9.068,60.134
Task 11660,15.177,79.438
Task 11661,12.698,80.044
Task 11662,14.668,74.211
Task 11663,7.902,59.309
Task 11664,17.68,79.517
Task 11665,15.151,75.148
Task 11666,7.69,68.949
Task 11667,16.019,71.363
Task 11668,10.852,78.316
Task 11669,18.469,67.845
Task 11670,10.446,61.419
Task 11671,13.757,69.877
Task 11672,13.128,71.828
Task 11673,9.475,72.326
Task 11674,10.289,78.497
Task 11675,10.702,81.082
Task 11676,12.763,76.103
Task 11677,15.581,73.829
Task 11678,9.947,58.374
Task 11679,13.892,66.467
Task 11680,10.016,60.47
Task 11681,13.777,79.876
Task 11682,12.273,70.171
Task 11683,14.909,68.15
Task 11684,9.205,65.622
Task 11685,7.288,81.325
Task 11686,10.886,79.806
Task 11687,18.459,60.7
Task 11688,14.488,60.101
Task 11689,12.115,78.112
Task 11690,7.182,77.826
Task 11691,15.542,59.891
Task 11692,9.125,80.195
Task 11693,10.154,68.755
Task 11694,7.282,65.407
Task 11695,12.623,79.974
Task 11696,9.32,68.515
Task 11697,18.386,70.315
Task 11698,13.552,70.653
Task 11699,8.174,79.815
Task 11700,17.731,73.807
Task 11701,8.664,62.62
Task 11702,12.719,58.609
Task 11703,9.004,78.48
Task 11704,13.549,78.612
Task 11705,17.09,63.567
Task 11706,13.579,77.2
Task 11707,15.454,64.863
Task 11708,13.119,68.009
Task 11709,10.824,61.323
Task 11710,7.941,67.931
Task 11711,9.434,72.513
Task 11712,18.45,62.465
Task 11713,14.799,78.15
Task 11714,13.336,66.862
Task 11715,16.059,75.262
Task 11716,13.817,59.702
Task 11717,11.714,75.84
Task 11718,13.761,63.43
Task 11719,7.144,80.511
Task 11720,11.48,58.317
Task 11721,16.584,59.085
Task 11722,8.733,75.907
Task 11723,16.514,80.719
Task 11724,15.527,76.563
Task 11725,14.283,68.715
Task 11726,11.545,68.182
Task 11727,11.351,77.37
Task 11728,11.483,76.613
Task 11729,10.26,63.048
Task 11730,7.761,79.017
Task 11731,18.122,67.004
Task 11732,7.46,69.755
Task 11733,16.362,68.344
Task 11734,9.766,63.209
Task 11735,18.367,65.826
Task 11736,8.338,81.736
Task 11737,17.702,71.349
Task 11738,18.457,73.177
Task 11739,9.093,75.869
Task 11740,9.926,60.455
Task 11741,10.947,74.898
Task 11742,16.085,74.071
Task 11743,12.739,62.931
Task 11744,12.215,72.603
Task 11745,11.746,70.113
Task 11746,17.671,60.95
Task 11747,10.071,65.735
Task 11748,14.061,79.207
Task 11749,18.296,73.427
Task 11750,11.99,67.494
Task 11751,11.605,65.937
Task 11752,11.848,69.848
Task 11753,15.594,80.951
Task 11754,9.464,63.311
Task 11755,17.257,76.245
Task 11756,15.314,74.662
Task 11757,11.481,67.567
Task 11758,15.66,77.671
Task 11759,17.013,62.07
Task 11760,9.127,80.276
Task 11761,17.519,64.106
Task 11762,10.474,60.377
Task 11763,17.614,62.417
Task 11764,8.816,74.971
Task 11765,11.481,61.824
Task 11766,7.174,66.938
Task 11767,10.958,71.894
Task 11768,18.575,78.278
Task 11769,9.625,72.733
Task 11770,14.28,74.39
Task 11771,9.393,58.505
Task 11772,17.55,74.82
Task 11773,9.611,74.211
Task 11774,10.637,75.877
Task 11775,17.941,67.445
Task 11776,10.507,71.78
Task 11777,13.887,64.971
Task 11778,8.864,72.548
Task 11779,12.115,68.997
Task 11780,7.396,58.424
Task 11781,11.532,70.696
Task 11782,13.481,62.567
Task 11783,10.346,80.389
Task 11784,18.487,71.473
Task 11785,12.022,78.888
Task 11786,14.349,79.841
Task 11787,7.004,68.381
Task 11788,16.691,79.797
Task 11789,7.838,80.951
Task 11790,12.331,75.467
Task 11791,12.611,78.026
Task 11792,11.748,59.091
Task 11793,13.59,69.75
Task 11794,11.311,68.263
Task 11795,10.641,79.684
Task 11796,12.916,75.771
Task 11797,13.749,77.94
Task 11798,12.099,78.029
Task 11799,9.993,59.577
Task 11800,12.175,76.343
Task 11801,9.016,68.215
Task 11802,11.802,65.653
Task 11803,15.349,67.963
Task 11804,9.194,75.636
Task 11805,9.094,72.259
Task 11806,15.04,58.448
Task 11807,12.924,62.034
Task 11808,9.337,65.672
Task 11809,8.3,61.114
Task 11810,8.452,60.636
Task 11811,10.171,74.909
Task 11812,8.966,73.678
Task 11813,8.209,66.046
Task 11814,13.538,81.661
Task 11815,8.478,67.105
Task 11816,15.263,73.374
Task 11817,16.24,66.439
Task 11818,10.891,63.325
Task 11819,9.211,68.77
Task 11820,7.24,80.336
Task 11821,13.417,70.878
Task 11822,13.745,64.525
Task 11823,8.26,63.781
Task 11824,13.809,67.431
Task 11825,10.179,62.331
Task 11826,14.545,74.507
Task 11827,10.521,64.474
Task 11828,11.424,73.561
Task 11829,13.436,65.085
Task 11830,11.834,59.527
Task 11831,14.42,64.655
Task 11832,18.383,69.482
Task 11833,11.691,64.846
Task 11834,18.382,66.328
Task 11835,9.211,63.831
Task 11836,12.048,58.012
Task 11837,17.044,80.243
Task 11838,14.316,69.111
Task 11839,18.929,73.37
Task 11840,17.153,59.958
Task 11841,7.511,77.803
Task 11842,15.129,71.91
Task 11843,13.891,61.529
Task 11844,11.875,75.38
Task 11845,13.532,70.667
Task 11846,17.417,65.617
Task 11847,10.777,63.28
Task 11848,10.389,64.957
Task 11849,14.591,69.108
Task 11850,11.858,62.357
Task 11851,13.338,70.025
Task 11852,7.705,62.475
Task 11853,7.491,74.354
Task 11854,15.751,78.994
Task 11855,11.657,72.851
Task 11856,11.081,73.987
Task 11857,12.796,59.427
Task 11858,9.348,73.808
Task 11859,11.804,66.173
Task 11860,14.58,58.434
Task 11861,8.837,66.278
Task 11862,12.944,75.179
Task 11863,7.925,74.791
Task 11864,8.108,58.457
Task 11865,11.879,80.938
Task 11866,18.09,76.418
Task 11867,10.213,61.889
Task 11868,8.281,61.528
Task 11869,15.106,80.163
Task 11870,13.955,70.424
Task 11871,17.9,74.11
Task 11872,15.84,63.658
Task 11873,7.656,65.154
Task 11874,12.778,60.731
Task 11875,15.012,63.138
Task 11876,11.722,81.439
Task 11877,7.503,74.474
Task 11878,12.888,69.86
Task 11879,14.617,77.2
Task 11880,12.329,63.357
Task 11881,11.417,71.776
Task 11882,11.513,70.689
Task 11883,17.07,63.342
Task 11884,8.145,69.534
Task 11885,10.259,69.642
Task 11886,7.671,59.379
Task 11887,15.226,80.274
Task 11888,7.665,76.966
Task 11889,16.506,64.263
Task 11890,12.564,81.133
Task 11891,8.226,78.103
Task 11892,10.386,69.359
Task 11893,10.399,81.749
Task 11894,18.152,75.296
Task 11895,11.397,65.126
Task 11896,12.602,72.953
Task 11897,8.876,79.416
Task 11898,17.15,66.812
Task 11899,9.588,70.052
Task 11900,15.338,79.06
Task 11901,12.997,65.847
Task 11902,9.555,59.679
Task 11903,7.764,69.653
Task 11904,11.858,74.618
Task 11905,12.661,65.869
Task 11906,11.595,58.501
Task 11907,15.208,81.949
Task 11908,14.085,75.609
Task 11909,14.771,63.534
Task 11910,12.183,64.94
Task 11911,13.234,72.374
Task 11912,17.455,68.143
Task 11913,11.723,76.128
Task 11914,16.239,66.433
Task 11915,10.246,81.595
Task 11916,13.213,74.027
Task 11917,8.634,69.416
Task 11918,18.873,65.406
Task 11919,11.862,67.667
Task 11920,15.346,59.92
Task 11921,12.318,67.066
Task 11922,10.315,73.124
Task 11923,18.453,71.336
Task 11924,12.562,63.241
Task 11925,17.612,81.038
Task 11926,7.088,73.453
Task 11927,10.383,76.627
Task 11928,14.673,81.822
Task 11929,18.972,80.003
Task 11930,17.247,66.755
Task 11931,18.59,76.808
Task 11932,13.998,73.845
Task 11933,13.44,72.843
Task 11934,9.405,70.978
Task 11935,10.895,59.742
Task 11936,13.846,79.584
Task 11937,7.294,60.869
Task 11938,13.883,72.034
Task 11939,16.041,73.085
Task 11940,13.858,70.517
Task 11941,7.202,58.968
Task 11942,12.129,79.1
Task 11943,16.599,72.169
Task 11944,16.685,81.504
Task 11945,11.722,63.259
Task 11946,14.481,80.293
Task 11947,16.941,80.399
Task 11948,14.081,64.895
Task 11949,13.781,63.372
Task 11950,10.713,61.982
Task 11951,17.85,76.962
Task 11952,9.297,75.497
Task 11953,8.55,75.938
Task 11954,11.942,70.592
Task 11955,18.526,70.814
Task 11956,9.467,77.691
Task 11957,12.434,58.144
Task 11958,10.569,64.148
Task 11959,12.69,62.914
Task 11960,16.62,79.015
Task 11961,17.59,62.295
Task 11962,13.64,74.993
Task 11963,15.371,62.406
Task 11964,9.133,68.645
Task 11965,9.33,64.626
Task 11966,16.494,58.515
Task 11967,13.544,68.942
Task 11968,17.175,60.24
Task 11969,18.063,60.801
Task 11970,12.167,73.135
Task 11971,16.008,73.082
Task 11972,15.378,70.692
Task 11973,16.331,65.618
Task 11974,13.624,79.831
Task 11975,13.308,75.146
Task 11976,16.024,67.899
Task 11977,13.829,72.03
Task 11978,14.892,74.502
Task 11979,17.33,81.182
Task 11980,15.151,72.954
Task 11981,16.198,62.887
Task 11982,9.259,58.711
Task 11983,16.531,61.697
Task 11984,18.549,68.225
Task 11985,9.824,64.014
Task 11986,7.231,74.922
Task 11987,16.608,66.819
Task 11988,7.179,79.084
Task 11989,18.001,66.365
Task 11990,14.46,72.635
Task 11991,15.179,64.936
Task 11992,12.685,70.584
Task 11993,13.555,71.792
Task 11994,12.524,78.745
Task 11995,15.497,75.337
Task 11996,17.535,68.243
Task 11997,17.82,69.699
Task 11998,11.695,76.16
Task 11999,10.051,66.879
Task 12000,18.97,72.837
Task 12001,15.253,75.766
Task 12002,16.6,61.343
Task 12003,7.195,68.216
Task 12004,10.165,76.92
Task 12005,18.756,66.326
Task 12006,7.569,58.646
Task 12007,7.123,63.469
Task 12008,13.932,76.551
Task 12009,10.228,71.216
Task 12010,12.021,63.794
Task 12011,7.382,71.91
Task 12012,8.591,68.146
Task 12013,16.226,73.703
Task 12014,8.56,79.673
Task 12015,11.419,70.485
Task 12016,15.976,80.285
Task 12017,14.304,80.275
Task 12018,11.655,77.854
Task 12019,10.869,77.426
Task 12020,13.106,63.854
Task 12021,12.944,70.718
Task 12022,8.868,76.406
Task 12023,18.99,61.882
Task 12024,9.032,74.599
Task 12025,15.083,75.451
Task 12026,9.426,75.446
Task 12027,15.107,71.376
Task 12028,9.469,74.572
Task 12029,8.294,62.472
Task 12030,13.411,74.36
Task 12031,11.142,60.748
Task 12032,13.518,62.115
Task 12033,7.872,60.336
Task 12034,17.499,65.221
Task 12035,10.72,65.324
Task 12036,14.868,72.558
Task 12037,18.16,77.568
Task 12038,7.996,66.08
Task 12039,16.174,78.711
Task 12040,17.307,73.908
Task 12041,15.436,62.447
Task 12042,10.058,58.611
Task 12043,13.859,68.25
Task 12044,11.625,58.277
Task 12045,13.93,81.919
Task 12046,12.648,67.889
Task 12047,11.578,63.253
Task 12048,11.729,66.987
Task 12049,17.343,80.859
Task 12050,9.551,71.048
Task 12051,8.982,63.184
Task 12052,15.804,71.561
Task 12053,15.581,65.722
Task 12054,18.85,68.373
Task 12055,13.181,67.414
Task 12056,17.031,62.878
Task 12057,14.643,74.862
Task 12058,13.841,67.574
Task 12059,17.748,77.888
Task 12060,10.737,60.413
Task 12061,7.725,67.887
Task 12062,8.549,79.313
Task 12063,15.483,80.624
Task 12064,8.515,81.397
Task 12065,8.986,78.743
Task 12066,10.306,61.63
Task 12067,13.066,60.518
Task 12068,14.121,80.67
Task 12069,13.615,71.952
Task 12070,11.498,68.9
Task 12071,16.599,74.889
Task 12072,10.335,72.519
Task 12073,13.323,60.528
Task 12074,15.161,80.043
Task 12075,11.233,75.067
Task 12076,13.31,66.322
Task 12077,7.889,59.059
Task 12078,13.706,68.189
Task 12079,12.311,63.208
Task 12080,13.233,64.585
Task 12081,9.709,78.189
Task 12082,18.065,75.35
Task 12083,18.852,75.78
Task 12084,13.935,73.373
Task 12085,12.26,62.802
Task 12086,8.808,63.656
Task 12087,17.42,76.744
Task 12088,8.293,72.581
Task 12089,17.398,77.196
Task 12090,12.806,59.535
Task 12091,7.498,66.241
Task 12092,12.138,59.756
Task 12093,14.259,61.81
Task 12094,15.933,61.158
Task 12095,18.559,65.864
Task 12096,7.345,81.071
Task 12097,10.412,75.41
Task 12098,7.824,73.959
Task 12099,15.531,59.148
Task 12100,12.426,69.332
Task 12101,17.412,67.864
Task 12102,15.667,74.643
Task 12103,7.774,62.595
Task 12104,13.933,69.468
Task 12105,13.063,69.202
Task 12106,7.207,75.019
Task 12107,7.27,64.287
Task 12108,17.452,72.444
Task 12109,11.325,66.087
Task 12110,7.129,66.648
Task 12111,9.106,67.466
Task 12112,10.422,80.418
Task 12113,14.906,64.429
Task 12114,15.583,61.44
Task 12115,13.342,65.298
Task 12116,12.505,71.569
Task 12117,10.037,81.498
Task 12118,18.187,60.46
Task 12119,11.616,60.424
Task 12120,13.408,68.603
Task 12121,7.285,79.361
Task 12122,8.287,69.199
Task 12123,14.94,59.919
Task 12124,17.938,81.248
Task 12125,13.957,74.291
Task 12126,18.588,68.386
Task 12127,15.206,61.137
Task 12128,17.529,65.579
Task 12129,17.871,74.145
Task 12130,12.651,65.443
Task 12131,11.307,66.915
Task 12132,14.456,66.807
Task 12133,8.747,66.182
Task 12134,18.078,61.904
Task 12135,18.955,68.045
Task 12136,7.844,79.103
Task 12137,16.827,75.918
Task 12138,17.023,70.719
Task 12139,13.064,67.971
Task 12140,9.501,61.793
Task 12141,15.824,61.94
Task 12142,18.877,60.667
Task 12143,10.024,71.924
Task 12144,12.315,75.213
Task 12145,16.482,67.146
Task 12146,15.24,70.944
Task 12147,7.743,62.491
Task 12148,18.07,80.453
Task 12149,13.87,58.738
Task 12150,18.997,65.103
Task 12151,13.644,76.745
Task 12152,14.666,69.607
Task 12153,7.046,67.13
Task 12154,9.932,66.349
Task 12155,7.072,65.436
Task 12156,7.837,69.827
Task 12157,10.328,63.918
Task 12158,8.185,66.152
Task 12159,16.822,62.382
Task 12160,8.073,64.57
Task 12161,13.056,58.891
Task 12162,10.665,78.314
Task 12163,12.873,64.969
Task 12164,13.324,68.766
Task 12165,10.345,67.064
Task 12166,8.409,60.624
Task 12167,17.739,69.806
Task 12168,12.393,78.445
Task 12169,18.054,77.715
Task 12170,7.557,66.012
Task 12171,7.476,81.884
Task 12172,8.284,64.811
Task 12173,18.593,69.428
Task 12174,7.373,68.099
Task 12175,16.808,81.671
Task 12176,16.167,80.982
Task 12177,10.089,66.044
Task 12178,9.834,72.318
Task 12179,11.583,65.38
Task 12180,13.562,76.36
Task 12181,16.303,68.749
Task 12182,14.588,72.035
Task 12183,15.491,58.479
Task 12184,8.232,60.07
Task 12185,14.961,60.779
Task 12186,7.821,74.744
Task 12187,18.719,75.909
Task 12188,17.748,73.434
Task 12189,12.301,77.502
Task 12190,7.466,75.054
Task 12191,14.727,62.281
Task 12192,18.74,73.636
Task 12193,18.693,60.913
Task 12194,11.797,73.655
Task 12195,15.468,60.522
Task 12196,11.419,66.937
Task 12197,13.961,73.677
Task 12198,12.181,69.89
Task 12199,18.189,76.809
Task 12200,15.893,64.668
Task 12201,10.783,79.382
Task 12202,8.711,62.913
Task 12203,10.292,62.667
Task 12204,7.758,66.696
Task 12205,8.662,61.867
Task 12206,18.317,80.864
Task 12207,14.804,70.02
Task 12208,8.209,64.191
Task 12209,11.303,60.262
Task 12210,11.763,76.446
Task 12211,8.086,79.564
Task 12212,18.72,66.08
Task 12213,10.066,68.556
Task 12214,18.28,75.584
Task 12215,8.037,58.792
Task 12216,8.133,66.865
Task 12217,11.27,79.068
Task 12218,14.512,76.014
Task 12219,15.863,71.238
Task 12220,9.801,73.229
Task 12221,13.416,79.267
Task 12222,17.805,75.883
Task 12223,10.934,68.407
Task 12224,17.734,67.521
Task 12225,10.039,77.506
Task 12226,13.113,68.482
Task 12227,9.877,71.104
Task 12228,16.336,60.235
Task 12229,15.796,64.866
Task 12230,18.277,81.677
Task 12231,18.009,80.264
Task 12232,15.777,58.005
Task 12233,10.89,68.065
Task 12234,8.027,71.526
Task 12235,18.494,61.384
Task 12236,14.487,64.946
Task 12237,9.853,79.239
Task 12238,8.632,73.356
Task 12239,8.231,66.845
Task 12240,18.434,72.665
Task 12241,12.636,66.407
Task 12242,8.622,58.233
Task 12243,10.083,64.292
Task 12244,14.753,69.802
Task 12245,12.923,76.293
Task 12246,10.59,70.972
Task 12247,8.322,79.296
Task 12248,14.24,77.776
Task 12249,15.774,69.776
